zend-20110507-fam/wav/ru_0089,от берега до ближайшей кущи деревьев лось и гусев шли по горелому sil бурому праху sil перепрыгивали через обсыпавшиеся sil неширокие каналы sil огибали высохшие прудики sil,sil A D B0 E0 R0 I G A D A B L0 I ZH A0 J0 SH Y J0 K U0 SH0 I D0 I R0 E0 V0 J0 I F L O0 S0 I G U0 S0 I F SH L0 I0 P A G A R0 E0 L A M U sil B U0 R A M U P R A0 KH U sil P0 I R0 I P R Y0 G0 I V A L0 I TSH0 I R0 I Z A P S Y0 P A F SH Y J0 I S0 A sil N0 I SH Y R O0 K0 I J0 I K A N A0 L Y sil A G0 I B A0 L0 I V Y0 S A KH SH Y J0 I P R U0 D0 I K0 I sil
zend-20110507-fam/wav/ru_0094,сейчас же второй паук побежал из-за дома к деревьям sil поднимая коричневую пыльцу sil и ткнулся в колючую сеть sil стал биться в ней sil вытягивая ноги sil,sil S0 I J0 TSH0 A0 Z ZH Y F T O0 R A J0 P A U0 K P A B0 I ZH A0 L Y Zl A D A M A0 G D0 I R0 E0 V0 J0 I M sil P A D N0 I M A0 J0 A K A R0 I0 TSH0 N0 I V U J0 U P Y L0 TS U0 sil I T K N U0 L S0 A F K A L0 U0 TSH0 U J0 U S0 E0 T0 sil S T A0 L B0 I0 TS A V N0 E0 J0 sil V Y T0 A0 G0 I V A J0 A N O0 G0 I sil
zend-20110507-fam/wav/ru_0095,в гладких стенах sil узкие как щели sil глубокие отверстия окон sil,sil V G L A0 T K0 I KH S0 T0 I N A0 KH sil U0 S K0 I J0 I K A0 K SH0 E0 L0 I sil G L U B O0 K0 I J0 I A T V0 E0 R S0 T0 I J0 A O0 K A N sil
zend-20110507-hrv/wav/ru_0015,сарай едва был освещён sil над столом заваленном чертежами и книгами sil горела электрическая лампочка sil в жестяном конусе sil,sil S A R A0 J0l I D V A0 B Y0 L A S V0 I SH0 O0 N sil N A TS T A L O0 M Z A V A0 L0 I Nl A M TSH0 I R T0 I ZH A0 M0 Il K N0 I0 G A M0 I sil G A R0 E0 L A Y L0 I K T R0 I0 TSH0 I S K A J0 A L A0 M P A TSH0 K A sil V ZH Y S0 T0 I N O0 M K O0 N U S0 I sil
zend-20110507-hrv/wav/ru_0016,сквозь балки лесов sil поблёскивала металлическая sil с частой клёпкой sil поверхность сферического тела sil,sil S K V O0 Z0 B A0 L K0 I L0 I S O0 F sil P A B L0 O0 S K0 I V A L A M0 I T A L0l I0 TSH0 I S K A J0 A sil SH0 A0 S T A J0 K L0 O0 P K A J0 sil P A V0 E0 R KH N A S0 T0 S F0 I R0 I0 TSH0 I S K A V A T0 E0 L A sil
zend-20110507-hrv/wav/ru_0017,сквозь раскрытые половинки ворот были видны багровые полосы заката и клубы туч sil поднявшихся с моря sil,sil S K V O0 S0 R A S K R Y0 T Y J0 I P A L A V0 I0 N K0 I V A R O0 D B Y0 L0 I V0 I0 D N Y B A G R O0 V Y J0 I P O0 L A S Y Z A K A0 T A I K L U0 B Y T U0 TSH0 sil P A D N0 A0 F SH Y KH S0 A S M O0 R0 A sil
zend-20110507-hrv/wav/ru_0018,учился на медные деньги sil с двенадцати лет сам их зарабатываю sil,sil U TSH0 I0 L S0 A N A M0 E0 D N Y J0 I D0 E0 N0 G0 I sil Z D V0 I N A0 TS A T0 I L0 E0 T S A0 M Y0 GH Z A R A B A0 T Y V A J0 U sil
zend-20110507-hrv/wav/ru_0022,над этой машиной sil он ткнул трубкой в сторону лесов sil работаю давно sil,sil N A D E0 T A J0 M A SH Y0 N A J0 sil O0 N T K N U0 L T R U0 P K A J0 F S T O0 R A N U L0 I S O0 F sil R A B O0 T A J0 U D A V N O0 sil
zend-20110507-hrv/wav/ru_0024,в междузвёздном пространстве носятся осколки планет sil нерождённых sil или погибших миров sil,sil V M0 I ZH D U Z V0 O0 Z N A M P R A S T R A0 N S T V0 I N O0 S0 I TS Al S K O0 L K0 I P L A N0 E0 T sil N0 I R A ZH D0 O0 Nl Y KH sil I L0 I P A G0 I0 P SH Y KH M0 I R O0 F sil
zend-20110507-hrv/wav/ru_0025,между зубами у них была трава sil они паслись там sil где теперь льды sil,sil M0 E0 ZH D U Z U B A0 M0 I U N0 I0 GH B Y L A0 T R A V A0 sil A N0 I0 P A S L0 I0 S0 T A0 M sil G D0 E0 T0 I P0 E0 R0 L0 D Y0 sil
zend-20110507-hrv/wav/ru_0027,мы втянули его и он упал sil разбил земную кору sil отклонил полюсы sil,sil M Y0 F T0 I N U0 L0 I J0 I V O0 I O0 N U P A0 L sil R A Z B0 I0 L Z0 I M N U0 J0 U K A R U0 sil A T K L A N0 I0 L P O0 L0 U S Y sil
zend-20110507-hrv/wav/ru_0030,быть может sil от этого именно удара sil погиб материк sil лежавший на запад sil от африки sil в атлантическом океане sil,sil B Y0 T0 M O0 ZH Y T sil A T E0 T A V A I M0 I Nl O0 U D A0 R A sil P A G0 I0 P M A T0 I R0 I0 K sil L0 I ZH A0 F SH Y J0 N A Z A0 P A T sil A T A0 F R0 I K0 I sil V A T L A N0 T0 I0 TSH0 I S K A M A K0 I A0 N0 I sil
zend-20110507-hrv/wav/ru_0031,поэтому sil я кладу на весь перелёт в безвоздушном пространстве sil шесть семь часов sil,sil P A E0 T A M U sil J0 A0 K L A D U0 N A V0 E0 S0 P0 I R0 I L0 O0 T V B0 I Z V A Z D U0 SH N A M P R A S T R A0 N S T V0 I sil SH E0 S0 T0 S0 E0 M0 TSH0 I S O0 F sil
zend-20110507-irs/wav/ru_0052,я вам на марсе пригожусь sil ну sil очень рад sil сказал лось sil подавая ему руку sil до завтра sil,sil J0 A0 V A0 M N A M A0 R S0 I P R0 I G A ZH U0 S0 sil N U0 sil O0 TSH0 I N0 R A0 T sil S K A Z A0 Ll O0 S0 sil P A D A V A0 J0 A J0 I M U0 R U0 K U sil D A Z A0 F T R A sil
zend-20110507-irs/wav/ru_0053,лось показал гусеву механизм движения и важнейшие приборы sil гусев sil оказался ловким sil и сметливым человеком sil,sil L O0 S0 P A K A Z A0 L G U0 S0 I V U M0 I KH A N0 I0 Z M D V0 I ZH E0 N0 I J0 A I V A ZH N0 E0 J0 SH Y J0 I P R0 I B O0 R Y sil G U0 S0 I F sil A K A Z A0 L S0 A L O0 F K0 I M sil I S M0 I T L0 I0 V Y M TSH0 I L A V0 E0 K A M sil
zend-20110507-irs/wav/ru_0054,он целует её в щёки в лоб sil в закрытые веки sil,sil O0 N TS Y L U0 J0 I T J0 I J0 O0 F SH0 O0 K0 I V L O0 P sil V Z A K R Y0 T Y J0 I V0 E0 K0 I sil
zend-20110507-irs/wav/ru_0055,потом взошёл на лесенку телескопа sil нашёл искателем марс sil поднявшийся уже над петербургом sil и долго глядел на небольшой sil ясный sil тёплый шарик sil,sil P O0 T A M V Z A SH O0 L N A L0 E0 S0 I N K U T0 I L0 I S K O0 P A sil N A SH O0 L Y S K A0 T0 I L0 I Ml A0 R S sil P A D N0 A0 F SH Y J0 S0 A U0 ZH Y N A T P0 I T0 I R B U0 R G A M sil I D O0 L G A G L0 I D0 E0 L N A N0 I B A L0 SH O0 J0 sil J0 A0 S N Y J0 sil T0 O0 P L Y J0 SH A0 R0 I K sil
zend-20110507-irs/wav/ru_0056,ах боже мой sil какие могли быть дела важнее катюшиной любви sil,sil A0 GH B O0 ZH Y M O0 J0 sil K A K0 I0 J0 I M A G L0 I0 B Y0 D0l I L A0 V A ZH N0 E0 J0 I K A T0 U0 SH Y N A J0 L0 U B V0 I0 sil
zend-20110507-irs/wav/ru_0058,осенний ветер над катей sil лежащей в земле sil под крестом sil,sil A S0 E0 N0l I J0 V0 E0 T0 I R N A T K A0 T0 I J0 sil L0 I ZH A0 SH0 I J0 V Z0 I M L0 E0 sil P A T K R0 I S T O0 M sil
zend-20110507-irs/wav/ru_0059,накинул пальто и зашагал через пустырь на большую монетную улицу sil к себе на квартиру sil где полгода тому назад умерла катя sil,sil N A K0 I0 N U L P A L0 T O0 I Z A SH A G A0 L TSH0 I R0 I S P U S T Y0 R0 N A B O0 L0 SH U J0 U M A N0 E0 T N U J0 U0l L0 I TS U sil K S0 I B0 E0 N A K V A R T0 I0 R U sil G D0 E0 P A L G O0 D A T A M U0 N A Z A0 T U M0 I R L A0 K A0 T0 A sil
zend-20110507-irs/wav/ru_0060,он открыл дверь в спальню sil где sil после смерти кати sil он никогда не ночевал sil,sil O0 N A T K R Y0 L D V0 E0 R0 F S P A0 L0 N0 U sil G D0 E0 sil P A S L0 E0 S M0 E0 R T0 I K A0 T0 I sil O0 N0l I K A G D A0 N0 I N A TSH0 I V A0 L sil
zend-20110507-irs/wav/ru_0061,гусев и маша жили в одной комнате sil в когда-то роскошном sil огромном sil теперь заброшенном доме sil,sil G U0 S0 I F Y M A SH A0 ZH Y0 L0 I V A D N O0 J0 K O0 M N A T0 I sil F K A G D A0 T A R A S K O0 SH N A M sil A G R O0 M N A M sil T0 I P0 E0 R0 Z A B R O0 SH Y Nl A M D O0 M0 I sil
zend-20110507-irs/wav/ru_0062,над головой летела sil не могла улететь весёлая женщина sil с весёлыми младенцами sil,sil N A D G A L A V O0 J0 L0 I T0 E0 L A sil N0 I M A G L A0 U L0 I T0 E0 T0 V0 I S0 O0 L A J0 A ZH E0 N0 SH0 I N A sil S V0 I S0 O0 L Y M0 I M L A D0 E0 N TS A M0 I sil
zend-20110507-jsm/wav/ru_0064,он сел к столу sil начал лупить варёную картошку sil разломил sil окунул в соль sil на завтра приготовь чистое sil две смены sil рубашки sil подштаники sil подвёртки sil,sil O0 N S0 E0 L K S T A L U0 sil N A0 TSH0 I Ll U P0 I0 T0 V A R0 O0 N U J0 U K A R T O0 SH K U sil R A Z L A M0 I0 L sil A K U N U0 L F S O0 L0 sil N A Z A0 F T R A P R0 I G A T O0 F0 TSH0 I0 S T A J0 I sil D V0 E0 S M0 E0 N Y sil R U B A0 SH K0 I sil P A T SH T A0 N0 I K0 I sil P A D V0 O0 R T K0 I sil
zend-20110507-jsm/wav/ru_0065,шли с набережной sil бежали из переулков sil бубнили sil сбивались в кучки sil лежали на чахлой траве sil поглядывали на низкое солнце sil пустившее сквозь облака широкие лучи sil,sil SH L0 I0 S N A0 B0 I R0 I ZH N A J0 sil B0 I ZH A0 L0 Il S P0 I R0 I U0 L K A F sil B U B N0 I0 L0 I sil Z B0 I V A0 L0 I S0 F K U0 TSH0 K0 I sil L0 I ZH A0 L0 I N A TSH0 A0 KH L A J0 T R A V0 E0 sil P A G L0 A0 D Y V A L0 I N A N0 I0 S K A J0 I S O0 N TS Y sil P U S0 T0 I0 F SH Y J0 I S K V O0 S0 A B L A K A0 SH Y R O0 K0 I J0 I L U TSH0 I0 sil
zend-20110507-jsm/wav/ru_0066,до сумерек переливался говор sil шли разные разговоры в толпе sil ожидающей необыкновенного события sil,sil D A S U0 M0 I R0 I K P0 I R0 I L0 I V A0 L S0 A G O0 V A R sil SH L0 I0 R A0 Z N Y J0 I R A Z G A V O0 R Y F T A L P0 E0 sil A ZH Y D A0 J0 U SH0 I J0 N0 I A B Y K N A V0 E0 Nl A V A S A B Y0 T0 I J0 A sil
zend-20110507-jsm/wav/ru_0067,его ярко освещённая внутренность из стёганой ромбами жёлтой кожи sil была видна сквозь круглое отверстие люка sil,sil J0 I V O0 J0 A0 R K Al S V0 I SH0 O0 Nl A J0 A V N U0 T R0 I Nl A S0 T0 I S0l T0 O0 G A N A J0 R O0 M B A M0 I ZH O0 L T A J0 K O0 ZH Y sil B Y L A0 V0 I0 D N A S K V O0 S0 K R U0 G L A J0 I A T V0 E0 R S0 T0 I J0 I L0 U0 K A sil
zend-20110507-jsm/wav/ru_0068,недолго ждать sil когда пошатнётся даже разум sil единственные цепи на этом чудовище sil,sil N0 I D O0 L G A ZH D A0 T0 sil K A G D A0 P A SH A T N0 O0 TS A D A0 ZH Y R A0 Z U M sil J0 I D0 I0 N S T V0 I Nl Y J0 I TS E0 P0 I N A E0 T A M TSH0 U D O0 V0 I SH0 I sil
zend-20110507-jsm/wav/ru_0069,в молчании теперь тысячи людей глядели на квадратные sil освещённые окна сарая sil,sil V M A L TSH0 A0 N0 Il T0 I P0 E0 R0 T Y0 S0 I TSH0 I L0 U D0 E0 J0 G L0 I D0 E0 L0 I N A K V A D R A0 T N Y J0 I sil A S V0 I SH0 O0 Nl Y J0 I O0 K N A S A R A0 J0 A sil
zend-20110507-jsm/wav/ru_0070,электричество было потушено sil и бледный свет проникал сквозь стёкла глазков sil,sil Y L0 I K T R0 I0 TSH0 I S T V A B Y0 L A P A T U0 SH Y N A sil I B L0 E0 D N Y J0 S V0 E0 T P R A N0 I K A0 L S K V O0 S0l T0 O0 K L A G L A S K O0 F sil
zend-20110507-jsm/wav/ru_0071,лось чувствовал sil сердце бьётся чаще sil чаще sil уже не бьётся sil трепещет мучительно sil,sil L O0 S0 TSH0 U0 F S T V A V A L sil S0 E0 R TS Y B0 J0 O0 TS A TSH0 A0 SH0 I sil TSH0 A0 SH0 I sil U0 ZH Y N0 I B0 J0 O0 TS A sil T R0 I P0 E0 SH0 I T M U TSH0 I0 T0 I L0 N A sil
zend-20110507-jsm/wav/ru_0073,в один sil из глазков sil входил прямой sil ослепительный луч солнца sil,sil V A D0 I0 N sil I Z G L A S K O0 F sil F KH A D0 I0 L P R0 I M O0 J0 sil A S L0 I P0 I0 T0 I L0 N Y J0 L U0 TSH0 S O0 N TS A sil
zend-20110507-jsm/wav/ru_0074,лось с трудом оторвался от этого зрелища sil живоносного огня вселенной sil,sil L O0 Sl T R U D O0 M A T A R V A0 L S0 Al T E0 T A V A Z R0 E0 L0 I SH0 A sil ZH Y V A N O0 S N A V Al G N0 A0 F S0 I L0 E0 Nl A J0 sil
zend-20110507-ovr/wav/ru_0001,корреспондент sil американской газеты sil арчибальд sil скайлс sil проходя мимо sil увидел стоявшую перед объявлением босую sil молодую женщину sil в ситцевом опрятном платье sil она читала sil шевеля губами sil,sil K A R0l I S P A N0 D0 E0 N T sil A M0 I R0 I K A0 N S K A J0 G A Z0 E0 T Y sil A R TSH0 I B A0 L0 T sil S K A0 J0 L S sil P R A KH A D0 A0 M0 I0 M A sil U V0 I0 D0 I L S T A J0 A0 F SH U J0 U P0 E0 R0 I T A B J0 I V L0 E0 N0 I J0 I M B A S U0 J0 U sil M A L A D U0 J0 U ZH E0 N0 SH0 I N U sil F S0 I0 TS Y V A M A P R0 A0 T N A M P L A0 T0 J0 I sil A N A0 TSH0 I T A0 L A sil SH Y V0 I L0 A0 G U0 B A M0 I sil
zend-20110507-ovr/wav/ru_0002,она завела прядь волнистых волос за ухо sil подняла с тротуара корзинку с зеленью sil и пошла через улицу sil,sil A N A0 Z A V0 I L A0 P R0 A0 T0 V A L N0 I0 S T Y KH V A L O0 Zl A U0 KH A sil P A D N0 I L A0 S T R A T U A0 R A K A R Z0 I0 N K U Z0l E0 L0 I N0 J0 U sil I P A SH L A0 TSH0 I R0 I Z U0 L0 I TS U sil
zend-20110507-ovr/wav/ru_0003,со спокойным мужеством скайлс ожидал всего в этом безумном городе sil,sil S A S P A K O0 J0 N Y Ml U0 ZH Y S T V A M S K A0 J0 L S A ZH Y D A0 L F S0 I V O0 V E0 T A M B0 I Z U0 M N A M G O0 R A D0 I sil
zend-20110507-ovr/wav/ru_0004,окна многоэтажных домов sil иные разбитые sil иные заколоченные досками sil казались нежилыми sil ни одна голова не выглядывала на улицу sil,sil O0 K N A M N A G A Y T A0 ZH N Y GH D A M O0 F sil I N Y0 J0 I R A Z B0 I0 T Y J0 I sil I N Y0 J0 I Z A K A L O0 TSH0 I Nl Y J0 I D O0 S K A M0 I sil K A Z A0 L0 I S0 N0 I ZH Y L Y0 M0 I sil N0 I A D N A0 G A L A V A0 N0 I V Y G L0 A0 D Y V A L A N A U0 L0 I TS U sil
zend-20110507-ovr/wav/ru_0089,от берега до ближайшей кущи деревьев лось и гусев шли по горелому sil бурому праху sil перепрыгивали через обсыпавшиеся sil неширокие каналы sil огибали высохшие прудики sil,sil A D B0 E0 R0 I G A D A B L0 I ZH A0 J0 SH Y J0 K U0 SH0 I D0 I R0 E0 V0 J0 I F L O0 S0 I G U0 S0 I F SH L0 I0 P A G A R0 E0 L A M U sil B U0 R A M U P R A0 KH U sil P0 I R0 I P R Y0 G0 I V A L0 I TSH0 I R0 I Z A P S Y0 P A F SH Y J0 I S0 A sil N0 I SH Y R O0 K0 I J0 I K A N A0 L Y sil A G0 I B A0 L0 I V Y0 S A KH SH Y J0 I P R U0 D0 I K0 I sil
zend-20110507-ovr/wav/ru_0093,гусев нагнулся sil и пхнул ногой sil из-под праха покатился проломанный человеческий череп sil в зубах его блеснуло золото sil,sil G U0 S0 I F N A G N U0 L S0 A sil I P KH N U0 L N A G O0 J0 sil I S P A T P R A0 KH A P A K A T0 I0 L S0 A P R A L O0 M A Nl Y J0 TSH0 I L A V0 E0 TSH0 I S K0 I J0 TSH0 E0 R0 I P sil V Z U B A0 KH J0 I V O0 B L0 I S N U0 L A Z O0 L A T A sil
zend-20110507-ovr/wav/ru_0094,сейчас же второй паук побежал из-за дома к деревьям sil поднимая коричневую пыльцу sil и ткнулся в колючую сеть sil стал биться в ней sil вытягивая ноги sil,sil S0 I J0 TSH0 A0 Z ZH Y F T O0 R A J0 P A U0 K P A B0 I ZH A0 L Y Zl A D A M A0 G D0 I R0 E0 V0 J0 I M sil P A D N0 I M A0 J0 A K A R0 I0 TSH0 N0 I V U J0 U P Y L0 TS U0 sil I T K N U0 L S0 A F K A L0 U0 TSH0 U J0 U S0 E0 T0 sil S T A0 L B0 I0 TS A V N0 E0 J0 sil V Y T0 A0 G0 I V A J0 A N O0 G0 I sil
zend-20110507-ovr/wav/ru_0095,в гладких стенах sil узкие как щели sil глубокие отверстия окон sil,sil V G L A0 T K0 I KH S0 T0 I N A0 KH sil U0 S K0 I J0 I K A0 K SH0 E0 L0 I sil G L U B O0 K0 I J0 I A T V0 E0 R S0 T0 I J0 A O0 K A N sil
zend-20110507-ovr/wav/ru_0099,они минули тёмный вестибюль sil и вошли в многоугольную высокую залу sil,sil A N0 I0 M0 I N U0 L0 I T0 O0 M N Y J0 V0 I S0 T0 I B0 U0 L0 sil I V A SH L0 I0 V M N A G A U G O0 L0 N U J0 U V Y S O0 K U J0 U Z A0 L U sil
zend-20110507-ovr/wav/ru_0100,свет проникал в неё сквозь забранные стеклом отверстия сводчатого купола sil,sil S V0 E0 T P R A N0 I K A0 L V N0 I J0 O0 S K V O0 Zl A0 B R A Nl Y J0 I S0 T0 I K L O0 M A T V0 E0 R S0 T0 I J0 A S V O0 T TSH0 I T A V A K U0 P A L A sil
zend-20110508-ewi/wav/ru_0017,сквозь раскрытые половинки ворот были видны багровые полосы заката и клубы туч sil поднявшихся с моря sil,sil S K V O0 S0 R A S K R Y0 T Y J0 I P A L A V0 I0 N K0 I V A R O0 D B Y0 L0 I V0 I0 D N Y B A G R O0 V Y J0 I P O0 L A S Y Z A K A0 T A I K L U0 B Y T U0 TSH0 sil P A D N0 A0 F SH Y KH S0 A S M O0 R0 A sil
zend-20110508-ewi/wav/ru_0018,учился на медные деньги sil с двенадцати лет сам их зарабатываю sil,sil U TSH0 I0 L S0 A N A M0 E0 D N Y J0 I D0 E0 N0 G0 I sil Z D V0 I N A0 TS A T0 I L0 E0 T S A0 M Y0 GH Z A R A B A0 T Y V A J0 U sil
