ski/wav/ski_ru_0014,нет ли и тут какого-нибудь средства,N 0 E 0 T L 0 I T U 0 T K A K O 0 V A N 0 I B U T 0 S R 0 E 0 C T V A
ski/wav/ski_ru_0015,ведь я знал аббатство как свои пять пальцев,V 0 E 0 D 0 J A 0 Z N A 0 L A B A 0 C T V A K A 0 K S V A I 0 P 0 A 0 T 0 P A 0 L 0 C Y F
ski/wav/ski_ru_0016,а всё-таки надо сказать ужасно но надо,A F S 0 O 0 T A K 0 I N A 0 D A S K A Z A 0 T 0 U Z H A 0 S N A N O 0 N A 0 D A
ski/wav/ski_ru_0017,целый месяц все кругом говорили,C E 0 L Y J M 0 E 0 S 0 I C F S 0 E 0 K R U 0 G A M G A V A R 0 I 0 L 0 I
ski/wav/ski_ru_0018,когда можно смотреть вверх только на птиц,K A G D A 0 M O 0 Z H N A S M A T R 0 E 0 T 0 V 0 E 0 R H T O 0 L 0 K A N A P T 0 I 0 C
ski/wav/ski_ru_0019,будущее было в моих руках надо было только действовать,B U 0 D U S H 0 I J I B Y 0 L A V M A I 0 H R U K A 0 H N A 0 D A B Y 0 L A T O 0 L 0 K A D 0 E 0 J S T V A V A T 0
ski/wav/ski_ru_0020,отчего же нельзя любить двух,O 0 T C H I V A Z H Y N 0 I L 0 Z 0 A 0 L 0 U B 0 I 0 D V U 0 H
ski/wav/ski_ru_0022,за что и почему шли за него такие,Z A S H T O I P A C H I M U 0 S H L 0 I 0 Z A N 0 I G O 0 T A K 0 I 0 J I
ski/wav/ski_ru_0023,наверно там чем дальше тем хуже,N A V 0 E 0 R N A T A 0 M C H E 0 M D A 0 L 0 S H Y T 0 E 0 M H U 0 Z H Y
ski/wav/ski_ru_0024,раньше я не предполагал что он может плакать,R A 0 N 0 S H Y J A 0 N 0 I P R 0 I T P A L A G A 0 L S H T O O 0 N M O 0 Z H Y T P L A 0 K A T 0
ski/wav/ski_ru_0025,я вспомнил линию её губ когда она говорила мне,J A 0 F S P O 0 M N 0 I L L 0 I 0 N 0 I J U J I J O 0 G U 0 P K A G D A 0 A N A 0 G A V A R 0 I 0 L A M N 0 E 0
ski/wav/ski_ru_0026,тайна имела свою цену и свои законы,T A 0 J N A I M 0 E 0 L A S V O 0 J U C E 0 N U I S V A I 0 Z A K O 0 N Y
ski/wav/ski_ru_0027,ехал чуть не три часа,J E 0 H A L C H U 0 T 0 N 0 I T R 0 I 0 C H A 0 S A
ski/wav/ski_ru_0028,ведь были же у вас встречи за эти годы,V 0 E 0 D 0 B Y 0 L 0 I Z H Y U V A 0 S F S T R 0 E 0 C H I Z A E 0 T 0 I G O 0 D Y
ski/wav/ski_ru_0029,у таких женщин глаза говорят больше чем следует,U T A K 0 I 0 H Z H E 0 N S H 0 I N G L A Z A 0 G A V A R 0 A 0 D B O 0 L 0 S H Y C H E 0 M S 0 L 0 E 0 D U J I T
ski/wav/ski_ru_0030,проблема в том чтобы объяснить это,P R A B L 0 E 0 M A F T O 0 M S H T O B Y A B J I S 0 N 0 I 0 T 0 E 0 T A
ski/wav/ski_ru_0032,что такое почему он тут,S H T O T A K O 0 J I P A C H I M U 0 O 0 N T U 0 T
ski/wav/ski_ru_0033,правда что есть такой святой,P R A 0 V D A S H T O J E 0 S 0 T 0 T A K O 0 J S V 0 I T O 0 J
ski/wav/ski_ru_0034,дескать господин лейтенант хочет пить,D 0 E 0 S K A D G A S P A D 0 I 0 N L 0 I J T 0 I N A 0 N T H O 0 C H I T P 0 I 0 T 0
ski/wav/ski_ru_0035,дал себя знать собственный опыт,D A 0 L S 0 I B 0 A 0 Z N A 0 T 0 S O 0 P S T V 0 I N Y J O 0 P Y T
ski/wav/ski_ru_0036,слышал и от других людей,S L Y 0 S H A L Y A D R U G 0 I 0 H L 0 U D 0 E 0 J
ski/wav/ski_ru_0037,он сразу решил что в воскресенье пойдёт туда,O 0 N S R A 0 Z U R 0 I S H Y 0 L S H T O V A S K R 0 I S 0 E 0 N 0 J I P A J D 0 O 0 T U D A 0
ski/wav/ski_ru_0038,никогда не идти позади неё ведь она не дама,N 0 I K A G D A 0 N 0 I T 0 I 0 P A Z A D 0 I 0 N 0 I J O 0 V 0 E 0 T 0 A N A 0 N 0 I D A 0 M A
ski/wav/ski_ru_0040,мы слишком мало знакомы друг с другом,M Y 0 S 0 L 0 I 0 S H K A M A 0 L A Z N A K O 0 M Y D R U 0 K Z D R U 0 G A M
ski/wav/ski_ru_0042,из окна раздался женский голос,I Z A K N A 0 R A Z D A 0 L S 0 A Z H E 0 N S K 0 I J G O 0 L A S
ski/wav/ski_ru_0043,я понял это единственный из всех,J A 0 P O 0 N 0 I L E 0 T A J I D 0 I 0 N S T V 0 I N Y J I Z F S 0 E 0 H
ski/wav/ski_ru_0044,и доктор взглянул на часы,I D O 0 K T A R V Z G L 0 I N U 0 L N A C H I S Y 0
ski/wav/ski_ru_0045,да она совсем ещё девчонка,D A 0 A N A 0 S A F S 0 E 0 M J I S H 0 O 0 D 0 I F C H O 0 N K A
ski/wav/ski_ru_0046,долго носил хозяин в кармане,D O 0 L G A N A S 0 I 0 L H A Z 0 A 0 I N F K A R M A 0 N 0 I
ski/wav/ski_ru_0047,все за исключением серой с чёрными усами,F S 0 E 0 Z A I S K L 0 U C H E 0 N 0 I J I M S 0 E 0 R A J S C H O 0 R N Y M 0 I U S A 0 M 0 I
ski/wav/ski_ru_0048,но погода была такая что он мог вот-вот пойти,N O 0 P A G O 0 D A B Y L A 0 T A K A 0 J A S H T O O 0 N M O 0 K V A T V O 0 T P A J T 0 I 0
ski/wav/ski_ru_0049,номер телефона который я запомнил,N O 0 M 0 I R T 0 I L 0 I F O 0 N A K A T O 0 R Y J A 0 Z A P O 0 M N 0 I L
ski/wav/ski_ru_0050,стало очень тихо и я впервые ощутил слабый запах,S T A 0 L A O 0 C H I N 0 T 0 I 0 H A I J A 0 F 0 P 0 I R V Y 0 J I A S H 0 U T 0 I 0 L S L A 0 B Y J Z A 0 P A H
ski/wav/ski_ru_0052,зачем я вообще приехал в этот город,Z A C H E 0 M J A 0 V A P S H 0 E 0 P R 0 I J E 0 H A L V E 0 T A D G O 0 R A T
ski/wav/ski_ru_0053,ты сидел у отца на руках и отец говорил,T Y 0 S 0 I D 0 E 0 L U A C A 0 N A R U K A 0 H Y A T 0 E 0 D Z G A V A R 0 I 0 L
ski/wav/ski_ru_0054,послушай ты можешь мне помочь,P A S L U 0 S H A J T Y 0 M O 0 Z H Y S H M N 0 E 0 P O 0 M A C H
ski/wav/ski_ru_0055,что у вас есть любовь ребёнок,S H T O U V A 0 S J E 0 S 0 T 0 L 0 U B O 0 F 0 R 0 I B 0 O 0 N A K
ski/wav/ski_ru_0056,и осторожно подошёл к кровати,I A S T A R O 0 Z H N A P A D A S H O 0 L K R A V A 0 T 0 I
ski/wav/ski_ru_0057,а где же это тётя,A G D 0 E 0 Z H Y E 0 T A T 0 O 0 T 0 A
ski/wav/ski_ru_0058,говорила она без всякого выражения,G A V A R 0 I 0 L A N A 0 B 0 I Z F S 0 A 0 K A V A V Y R A Z H E 0 N 0 I J A
ski/wav/ski_ru_0059,воздух снаружи оказался холодным как лед,V O 0 Z D U H S N A R U 0 Z H Y A K A Z A 0 L S 0 A H A L O 0 D N Y M K A 0 K L 0 E 0 T
ski/wav/ski_ru_0060,или почти мог по крайней мере не скажем лучше,I L 0 I P A C H T 0 I 0 M O 0 K P A K R A 0 J N 0 I J M 0 E 0 R 0 I N 0 I S K A 0 Z H Y M L U 0 C H S H Y
ski/wav/ski_ru_0062,в душе было жарко,V D U S H E 0 B Y 0 L A Z H A 0 R K A
ski/wav/ski_ru_0063,неужели это слово относится к нему,N 0 I U Z H E 0 L 0 I E 0 T A S L O 0 V A T N O 0 S 0 I C A K N 0 I M U 0
ski/wav/ski_ru_0064,вела себя как последняя негодяйка,V 0 I L A 0 S 0 I B 0 A 0 K A 0 K P A S 0 L 0 E 0 D 0 N 0 I J A N 0 I G A D 0 A 0 J K A
ski/wav/ski_ru_0065,затем уходит вслед за ней,Z A T 0 E 0 M U H O 0 D 0 I T F S 0 L 0 E 0 D Z A N 0 E 0 J
ski/wav/ski_ru_0066,какой же я после этого принц,K A K O 0 J Z H Y J A 0 P A S 0 L 0 E 0 T A V A P R 0 I 0 N C
ski/wav/ski_ru_0067,и впоследствии когда мы попали на фронт,I F P A S 0 L 0 E 0 C T V 0 I K A G D A 0 M Y 0 P A P A 0 L 0 I N A F R O 0 N T
ski/wav/ski_ru_0068,то есть жив он или нет,T A J E 0 S 0 D Z H Y 0 V O 0 N Y L 0 I N 0 E 0 T
ski/wav/ski_ru_0069,но мне казалось что сердце тоже подходит,N O 0 M N 0 E 0 K A Z A 0 L A S 0 S H T O S 0 E 0 R C Y T O 0 Z H Y P A T H O 0 D 0 I T
ski/wav/ski_ru_0070,но не так как тебя,N O 0 N 0 I T A 0 K A 0 K T 0 I B 0 A 0
ski/wav/ski_ru_0072,не знаю что он понимает под этим,N 0 I Z N A 0 J U S H T O O 0 N P A N 0 I M A 0 J I T P A D E 0 T 0 I M
ski/wav/ski_ru_0073,неужели ты не видел лицо того мальчика,N 0 I U Z H E 0 L 0 I T Y 0 N 0 I V 0 I 0 D 0 I L L 0 I C O 0 T A G O 0 M A 0 L 0 C H I K A
ski/wav/ski_ru_0074,половины слов оказалось достаточно чтобы выразить ту же мысль,P A L A V 0 I 0 N Y S L O 0 V A K A Z A 0 L A Z D A S T A 0 T A C H N A S H T O B Y V Y 0 R A Z 0 I T 0 T U 0 Z H Y M Y 0 S L 0
ski/wav/ski_ru_0075,так я этого никогда и не узнал,T A 0 K J A 0 E 0 T A V A N 0 I K A G D A 0 I N 0 I U Z N A 0 L
ski/wav/ski_ru_0076,все они неизменно возвращались ко мне,F S 0 E 0 A N 0 I 0 N 0 I Z M 0 E 0 N A V A Z V R A S H 0 A 0 L 0 I S 0 K A M N 0 E 0
ski/wav/ski_ru_0077,так же как и говорить с ней об этом,T A 0 G Z H Y K A 0 K Y G A V A R 0 I 0 T 0 S N 0 E 0 J A B E 0 T A M
ski/wav/ski_ru_0078,ты же все прекрасно слышал,T Y 0 Z H Y F S 0 E 0 P R 0 I K R A 0 S N A S L Y 0 S H A L
ski/wav/ski_ru_0079,полиция мыслей иного пути у нас нет,P A L 0 I 0 C Y J A M Y 0 S 0 L 0 I J I N O 0 V A P U T 0 I 0 U N A 0 S N 0 E 0 T
ski/wav/ski_ru_0080,может быть потому что ещё держала сумку,M O 0 Z H Y D B Y 0 T 0 P A T A M U 0 S H T O J I S H 0 O 0 D 0 I R Z H A 0 L A S U 0 M K U
ski/wav/ski_ru_0082,донёсся сзади чей-то крутой голос,D A N 0 O 0 S 0 A Z A 0 D 0 I C H E 0 J T A K R U T O 0 J G O 0 L A S
ski/wav/ski_ru_0083,есть океан он здесь рядом,J E 0 S 0 T 0 A K 0 I A 0 N O 0 N Z 0 D 0 E 0 S 0 R 0 A 0 D A M
ski/wav/ski_ru_0084,помню что в этих книгах,P O 0 M N 0 U S H T O V E 0 T 0 I H K N 0 I 0 G A H
ski/wav/ski_ru_0085,ложь с начала и до конца,L O 0 S H 0 S N A C H A 0 L A I D A K A N C A 0
ski/wav/ski_ru_0086,вот о них я и говорю,V O 0 T A N 0 I 0 H J A 0 I G A V A R 0 U 0
ski/wav/ski_ru_0087,ну что ж это дело,N U 0 S H T O S H E 0 T A D 0 E 0 L A
ski/wav/ski_ru_0088,маленький воротник как на военной форме,M A 0 L 0 I N 0 K 0 I J V A R A T 0 N 0 I 0 K A 0 K N A V A J E 0 N A J F O 0 R M 0 I
ski/wav/ski_ru_0089,расходы я беру на себя,R A S H O 0 D Y J A 0 B 0 I R U 0 N A S 0 I B 0 A 0
ski/wav/ski_ru_0090,он должно быть не раз бывал здесь,O 0 N D O 0 L Z H N A B Y 0 T 0 N 0 I R A 0 Z B Y V A 0 L Z 0 D 0 E 0 S 0
ski/wav/ski_ru_0092,ну а где же брат,N U 0 A G D 0 E 0 Z H Y B R A 0 T
ski/wav/ski_ru_0093,должна же она понять что я имею в виду,D O 0 L Z H N A Z H Y A N A 0 P A N 0 A 0 T 0 S H T O J A 0 I M 0 E 0 J U V V 0 I 0 D U
ski/wav/ski_ru_0094,был ли он там вообще,B Y 0 L L 0 I O 0 N T A 0 M V A P S H 0 E 0
ski/wav/ski_ru_0095,я тоже способен убить из-за книги,J A 0 T O 0 Z H Y S P A S O 0 B 0 I N U B 0 I 0 T 0 I Z A K N 0 I 0 G 0 I
ski/wav/ski_ru_0096,люблю одного мужчину вместо того чтобы сказать,L 0 U B L 0 U 0 A D N A G O 0 M U S H 0 I 0 N U V 0 M 0 E 0 S T A T A G O 0 S H T O B Y S K A Z A 0 T 0
ski/wav/ski_ru_0097,принести как можно больше денег,P R 0 I N 0 I S 0 T 0 I 0 K A 0 K M O 0 Z H N A B O 0 L 0 S H Y D 0 E 0 N 0 I K
ski/wav/ski_ru_0098,надо же мне когда-нибудь вернуть мои деньги,N A 0 D A Z H Y M N 0 E 0 K A G D A 0 N 0 I B U T 0 V 0 I R N U 0 T 0 M A I 0 D 0 E 0 N 0 G 0 I
ski/wav/ski_ru_0100,он чувствовал что между ним и ею лежит пропасть,O 0 N C H U 0 F S T V A V A L S H T O M 0 E 0 Z H D U N 0 I 0 M Y J E 0 J U L 0 I Z H Y 0 T P R O 0 P A S 0 T 0
ski/wav/ski_ru_0103,во всяком случае попасть в цель будет нетрудно,V A F S 0 A 0 K A M S L U 0 C H I J I P A P A 0 S 0 T 0 F C E 0 L 0 B U 0 D 0 I T N 0 I T R U 0 D N A
ski/wav/ski_ru_0104,только иногда он говорит совсем тихо,T O 0 L 0 K A I N A G D A 0 O 0 N G A V A R 0 I 0 T S A F S 0 E 0 M T 0 I 0 H A
ski/wav/ski_ru_0105,я еду со скоростью ровно сорок километров,J A 0 J E 0 D U S A S K O 0 R A S 0 T 0 J U R O 0 V N A S O 0 R A K K 0 I L A M 0 E 0 T R A F
ski/wav/ski_ru_0106,я все узнаю по твоим рукам,J A 0 F S 0 E 0 U Z N A 0 J U P A T V A I 0 M R U K A 0 M
ski/wav/ski_ru_0107,это слово не убили во мне,E 0 T A S L O 0 V A N 0 I U B 0 I 0 L 0 I V A M N 0 E 0
ski/wav/ski_ru_0108,когда умерла её мать он сказал,K A G D A 0 U M 0 I R L A 0 J I J O 0 M A 0 T 0 O 0 N S K A Z A 0 L
ski/wav/ski_ru_0109,вы знаете что это такое,V Y 0 Z N A 0 J I T 0 I S H T O E 0 T A T A K O 0 J I
ski/wav/ski_ru_0110,в сумерки ужин в столовой,F S U 0 M 0 I R K 0 I U 0 Z H Y N F S T A L O 0 V A J
ski/wav/ski_ru_0113,какое ей было до этого дело,K A K O 0 J I J E 0 J B Y 0 L A D A E 0 T A V A D 0 E 0 L A
ski/wav/ski_ru_0114,шёпотом спросила она совсем как девочка,S H O 0 P A T A M S P R A S 0 I 0 L A N A 0 S A F S 0 E 0 M K A 0 G D 0 E 0 V A C H K A
ski/wav/ski_ru_0115,все для меня ничто ради вас,F S 0 E 0 D 0 L 0 A M 0 I N 0 A 0 N 0 I C H T O 0 R A 0 D 0 I V A 0 S
ski/wav/ski_ru_0116,так быстро и на моих глазах,T A 0 G B Y 0 S T R A I N A M A I 0 H G L A Z A 0 H
ski/wav/ski_ru_0117,я никогда не хочу слышать их от вас,J A 0 N 0 I K A G D A 0 N 0 I H A C H U 0 S L Y 0 S H A T 0 I 0 H A T V A 0 S
ski/wav/ski_ru_0118,он сам это говорит и я тоже это чувствую,O 0 N S A 0 M E 0 T A G A V A R 0 I 0 T Y J A 0 T O 0 Z H Y E 0 T A C H U 0 F S T V U J U
ski/wav/ski_ru_0119,мне и самой это интересно,M N 0 E 0 I S A 0 M A J E 0 T A I N 0 T 0 I R 0 E 0 S N A
ski/wav/ski_ru_0120,не густо ты как думаешь,N 0 I G U 0 S T A T Y 0 K A 0 G D U 0 M A J I S H 0
ski/wav/ski_ru_0121,как шли мы нынче в наступление,K A 0 K S H L 0 I 0 M Y 0 N Y 0 N C H I V N A S T U P L 0 E 0 N 0 I J I
ski/wav/ski_ru_0123,и только тогда глянул на немцев,I T O 0 L 0 K A T A G D A 0 G L 0 A 0 N U L N A N 0 E 0 M C Y F
ski/wav/ski_ru_0124,никто не может ничего сделать против меня,N 0 I K T O 0 N 0 I M O 0 Z H Y T N 0 I C H I G O 0 Z 0 D 0 E 0 L A T 0 P R O 0 T 0 I V M 0 I N 0 A 0
ski/wav/ski_ru_0125,а то и шесть месяцев,A T A I S H E 0 S 0 T 0 M 0 E 0 S 0 I C Y F
ski/wav/ski_ru_0126,нет просто уходит за ним,N 0 E 0 T P R O 0 S T A U H O 0 D 0 I D Z A N 0 I 0 M
ski/wav/ski_ru_0127,вот настоящее оружие на войне,V O 0 T N A S T A J A 0 S H 0 I J I A R U 0 Z H Y J I N A V A J N 0 E 0
ski/wav/ski_ru_0128,желание у тебя именно такое,Z H Y L A 0 N 0 I J I U T 0 I B 0 A 0 I M 0 I N O 0 T A K O 0 J I
ski/wav/ski_ru_0129,раздался железный голос у них за спиной,R A Z D A 0 L S 0 A Z H Y L 0 E 0 Z N Y J G O 0 L A S U N 0 I 0 H Z A S P 0 I N O 0 J
ski/wav/ski_ru_0130,главным образом для того чтобы ещё раз почувствовать,G L A 0 V N Y M O 0 B R A Z A M D 0 L 0 A T A G O 0 S H T O B Y J I S H 0 O 0 R A 0 S P A C H U 0 F S T V A V A T 0
ski/wav/ski_ru_0131,как не бывает в жизни,K A 0 K N 0 I B Y V A 0 J I T V Z H Y 0 Z 0 N 0 I
ski/wav/ski_ru_0133,когда-то был а может и до сих пор,K A G D A 0 T A B Y 0 L A M O 0 Z H Y T Y D A S 0 I 0 H P O 0 R
ski/wav/ski_ru_0134,первый раз за несколько лет,P 0 E 0 R V Y J R A 0 Z A N 0 E 0 S K A L 0 K A L 0 E 0 T
ski/wav/ski_ru_0135,что и случилось с твоим отцом,S H T O I S L U C H I 0 L A S 0 S T V A I 0 M A C O 0 M
ski/wav/ski_ru_0136,он и не знал что нас ждёт наказание,O 0 N Y N 0 I Z N A 0 L S H T O N A 0 Z Z H D 0 O 0 T N A K A Z A 0 N 0 I J I
ski/wav/ski_ru_0137,ему очень хотелось пойти туда,J I M U 0 O 0 C H I N 0 H A T 0 E 0 L A S 0 P A J T 0 I 0 T U D A 0
ski/wav/ski_ru_0138,а в другой раз если надо,A V D R U G O 0 J R A 0 S J E 0 S 0 L 0 I N A 0 D A
ski/wav/ski_ru_0139,когда оставалось лишь несколько шагов они остановились,K A G D A 0 A S T A V A 0 L A S 0 L 0 I 0 S H N 0 E 0 S K A L 0 K A S H A G O 0 V A N 0 I 0 A S T A N A V 0 I 0 L 0 I S 0
ski/wav/ski_ru_0140,что заставляет тебя идти на смерть,S H T O Z A S T A V L 0 A 0 J I T T 0 I B 0 A 0 I T 0 I 0 N A S M 0 E 0 R T 0
ski/wav/ski_ru_0143,завтра они у вас будут,Z A 0 F T R A N 0 I 0 U V A 0 Z B U 0 D U T
ski/wav/ski_ru_0145,у вас что-то с лёгким,U V A 0 S S H T O T A S L 0 O 0 H 0 K 0 I M
ski/wav/ski_ru_0146,сказал профессор положив руку ей на плечо,S K A Z A 0 L P R A F 0 E 0 S A R P A L A Z H Y 0 V R U 0 K U J E 0 J N A P L 0 I C H O 0
ski/wav/ski_ru_0147,я не могу этого сказать громко,J A 0 N 0 I M A G U 0 E 0 T A V A S K A Z A 0 D G R O 0 M K A
ski/wav/ski_ru_0148,что он желал было мучительно для него,S H T O O 0 N Z H Y L A 0 L B Y L O 0 M U C H I 0 T 0 I L 0 N A D 0 L 0 A N 0 I G O 0
ski/wav/ski_ru_0149,и не видел никаких его следов,I N 0 I V 0 I 0 D 0 I L N 0 I K A K 0 I 0 H J I G O 0 S 0 L 0 I D O 0 F
ski/wav/ski_ru_0150,я желаю её сразу же,J A 0 Z H Y L A 0 J U J I J O 0 S R A 0 Z U Z H Y
